"YEAR";"TABLE";"LINK";"PATH";"DATE"
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDGO1904.dbc";"outputs/2019/SIH/dbc/RDGO1904.dbc";2019-07-29 11:53:04
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDGO1905.dbc";"outputs/2019/SIH/dbc/RDGO1905.dbc";2019-07-29 11:53:06
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMA1901.dbc";"outputs/2019/SIH/dbc/RDMA1901.dbc";2019-07-29 11:53:08
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMA1902.dbc";"outputs/2019/SIH/dbc/RDMA1902.dbc";2019-07-29 11:53:10
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMA1903.dbc";"outputs/2019/SIH/dbc/RDMA1903.dbc";2019-07-29 11:53:12
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMA1904.dbc";"outputs/2019/SIH/dbc/RDMA1904.dbc";2019-07-29 11:53:14
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMA1905.dbc";"outputs/2019/SIH/dbc/RDMA1905.dbc";2019-07-29 11:53:15
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMG1901.dbc";"outputs/2019/SIH/dbc/RDMG1901.dbc";2019-07-29 11:53:19
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMG1902.dbc";"outputs/2019/SIH/dbc/RDMG1902.dbc";2019-07-29 11:53:24
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMG1903.dbc";"outputs/2019/SIH/dbc/RDMG1903.dbc";2019-07-29 11:53:29
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMG1904.dbc";"outputs/2019/SIH/dbc/RDMG1904.dbc";2019-07-29 11:53:34
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMG1905.dbc";"outputs/2019/SIH/dbc/RDMG1905.dbc";2019-07-29 11:53:39
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMS1901.dbc";"outputs/2019/SIH/dbc/RDMS1901.dbc";2019-07-29 11:53:41
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMS1902.dbc";"outputs/2019/SIH/dbc/RDMS1902.dbc";2019-07-29 11:53:42
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMS1903.dbc";"outputs/2019/SIH/dbc/RDMS1903.dbc";2019-07-29 11:53:45
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMS1904.dbc";"outputs/2019/SIH/dbc/RDMS1904.dbc";2019-07-29 11:53:46
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMS1905.dbc";"outputs/2019/SIH/dbc/RDMS1905.dbc";2019-07-29 11:53:47
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMT1901.dbc";"outputs/2019/SIH/dbc/RDMT1901.dbc";2019-07-29 11:53:48
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMT1902.dbc";"outputs/2019/SIH/dbc/RDMT1902.dbc";2019-07-29 11:53:49
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMT1903.dbc";"outputs/2019/SIH/dbc/RDMT1903.dbc";2019-07-29 11:53:51
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMT1904.dbc";"outputs/2019/SIH/dbc/RDMT1904.dbc";2019-07-29 11:53:52
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDMT1905.dbc";"outputs/2019/SIH/dbc/RDMT1905.dbc";2019-07-29 11:53:55
"2019";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDPA1901.dbc";"outputs/2019/SIH/dbc/RDPA1901.dbc";2019-07-29 11:53:57
